,physiologyM.condition15_ppt.cladeClade2,physiologyM.condition15_ppt.cladeClade3,AveExpr,F,P.Value,adj.P.Val,ensembl_transcript_id,ensembl_gene_id,gene_biotype,external_gene_name
ENSFHEP00000016070,0.565547080262516,1.75044851058125,-1.85679006049089,0.787953228827918,0.458623319210773,0.999959551980158,ENSFHET00000024340,ENSFHEG00000017724,protein_coding,gig2p
ENSFHEP00000016071,0.503749932524044,-0.0845074956471956,7.47354266524904,0.531648424202054,0.589904778715557,0.999959551980158,ENSFHET00000024341,ENSFHEG00000017717,protein_coding,appb
ENSFHEP00000016072,-0.692397197500666,0.0312958087747058,2.52440750726598,0.490774040575061,0.614167739933435,0.999959551980158,ENSFHET00000033436,ENSFHEG00000017757,protein_coding,fgd1
ENSFHEP00000016073,1.53059517956634,1.07297502959032,5.04894148846,1.43070517216027,0.245799296292322,0.999959551980158,ENSFHET00000033439,ENSFHEG00000017716,protein_coding,waplb
ENSFHEP00000016074,-1.56782234804246,-0.789230636398519,-0.0211396569860727,0.70819261101926,0.495902785611904,0.999959551980158,ENSFHET00000024354,ENSFHEG00000017734,protein_coding,atp5l
ENSFHEP00000016083,-0.431722320106385,0.0398996291005739,2.48737691149427,0.094336634606138,0.910087701145769,0.999959551980158,ENSFHET00000033447,ENSFHEG00000017786,protein_coding,rhpn1
ENSFHEP00000016084,0.117342025325081,-0.837745396368317,1.06407334873952,0.235623576867522,0.790679619506043,0.999959551980158,ENSFHET00000033449,ENSFHEG00000017759,protein_coding,haus1
ENSFHEP00000016086,0.0226116023653732,-2.37550392752356,5.19322107380988,2.05141175508258,0.135937373511064,0.999959551980158,ENSFHET00000024364,ENSFHEG00000017758,protein_coding,lamp2
ENSFHEP00000016087,1.02984088767911,1.85489954758296,-0.703277750102215,1.45113208178614,0.24101713671597,0.999959551980158,ENSFHET00000024365,ENSFHEG00000000453,protein_coding,plekha1b
ENSFHEP00000016088,-0.00569500978907795,0.680705271193585,3.71259652722085,0.18017289801287,0.835497942870239,0.999959551980158,ENSFHET00000024366,ENSFHEG00000017749,protein_coding,ift22
ENSFHEP00000016089,-0.20334399217427,-0.60824791612597,3.92953343916512,0.811259335366872,0.448283233066019,0.999959551980158,ENSFHET00000024389,ENSFHEG00000017748,protein_coding,rbm38
ENSFHEP00000016090,-1.80704130987357,-1.86615188102091,2.72332755774544,1.29279153271969,0.28074429180273,0.999959551980158,ENSFHET00000024405,ENSFHEG00000017831,protein_coding,lmo7b
ENSFHEP00000016094,0.812279041054182,0.947082001578523,-1.83633197737445,0.200508236194588,0.818766207537478,0.999959551980158,ENSFHET00000024384,ENSFHEG00000017758,protein_coding,lamp2
ENSFHEP00000016096,-1.21769938802164,-0.931973193589705,0.1420001865962,0.406650847713851,0.667383276529153,0.999959551980158,ENSFHET00000024386,ENSFHEG00000000453,protein_coding,plekha1b
ENSFHEP00000016097,0.181073329626954,-0.218889630745503,4.87934514652187,1.08905797031643,0.341965148662645,0.999959551980158,ENSFHET00000024387,ENSFHEG00000017746,protein_coding,pdzd8
ENSFHEP00000016098,0.517703668989189,0.274770418441173,-0.17816091829897,0.0958215081535875,0.908740862630536,0.999959551980158,ENSFHET00000024392,ENSFHEG00000017761,protein_coding,
ENSFHEP00000016099,0.454263766022728,-0.627812194579977,-1.6702580658729,0.230683463012668,0.794570288535598,0.999959551980158,ENSFHET00000024393,ENSFHEG00000017923,protein_coding,aebp1
ENSFHEP00000016102,-0.229132435874048,0.073410540593508,5.0787431653182,0.359908693748427,0.698977437865778,0.999959551980158,ENSFHET00000024446,ENSFHEG00000000458,protein_coding,arfrp1
ENSFHEP00000016103,0.839534427800007,-1.70328636307737,1.54505558098469,1.44863371362463,0.241596863230657,0.999959551980158,ENSFHET00000024401,ENSFHEG00000017762,protein_coding,NCOA3
ENSFHEP00000016105,0.666841193528056,1.21420052384028,-2.33754623501759,0.784281172353447,0.460274690651427,0.999959551980158,ENSFHET00000024461,ENSFHEG00000018032,protein_coding,PPFIA1
ENSFHEP00000016106,1.23298219165179,1.89770601097787,-2.34319755223526,1.94263020520619,0.150702148908179,0.999959551980158,ENSFHET00000033465,ENSFHEG00000017831,protein_coding,lmo7b
ENSFHEP00000016107,-0.213615527987544,-0.136323917761468,5.18165987856012,0.17363421722955,0.840952238564109,0.999959551980158,ENSFHET00000024396,ENSFHEG00000000901,protein_coding,wdr61
ENSFHEP00000016111,-2.05387163481151,0.517210043919448,3.30802472216464,1.64365168498871,0.200380185932896,0.999959551980158,ENSFHET00000024412,ENSFHEG00000000454,protein_coding,
ENSFHEP00000016114,0.37257702747859,1.32852239653612,-1.5293019845393,0.262808624420354,0.769617088614369,0.999959551980158,ENSFHET00000033457,ENSFHEG00000017778,protein_coding,
ENSFHEP00000016115,-0.894704646140619,-1.11043178679526,-0.391350477375238,0.63686604718893,0.531875546139105,0.999959551980158,ENSFHET00000024423,ENSFHEG00000017787,protein_coding,atp1b4
ENSFHEP00000016116,1.81961994770715,0.432429862736352,-0.26126738296946,0.881739310685724,0.418447232940846,0.999959551980158,ENSFHET00000024422,ENSFHEG00000017785,protein_coding,vopp1
ENSFHEP00000016117,1.11569602006875,0.227347483265519,4.69447029585054,0.146709201590504,0.863800330491582,0.999959551980158,ENSFHET00000024424,ENSFHEG00000000455,protein_coding,cxcl19
ENSFHEP00000016118,-1.75471543917872,-2.60198044599981,2.8787114174987,0.910752639834569,0.406765274488598,0.999959551980158,ENSFHET00000033459,ENSFHEG00000017799,protein_coding,
ENSFHEP00000016119,1.39174500159232,0.192284763740774,-0.900526672004341,0.622929479532213,0.539211813041996,0.999959551980158,ENSFHET00000024410,ENSFHEG00000017979,protein_coding,vipr1a
ENSFHEP00000016120,-1.61858513581904,-1.49659219226717,-0.959655916542235,1.09707763863538,0.339313176959636,0.999959551980158,ENSFHET00000024419,ENSFHEG00000017774,protein_coding,
ENSFHEP00000016122,0.187755462093981,0.00336563031445251,3.51210438068693,0.0177746293999613,0.982386679689998,0.999959551980158,ENSFHET00000033463,ENSFHEG00000017839,protein_coding,MME
ENSFHEP00000016123,-0.102024047311714,-0.0427938399864789,4.41169906319065,0.0600645420284619,0.941750481529632,0.999959551980158,ENSFHET00000033467,ENSFHEG00000017776,protein_coding,msl2a
ENSFHEP00000016124,-0.199883482524155,-0.165756766384287,5.16693142361017,0.0707622920131834,0.931747489371502,0.999959551980158,ENSFHET00000024416,ENSFHEG00000018061,protein_coding,ttc37
ENSFHEP00000016125,-0.850478455224498,1.82611066477113,0.756079897039472,1.02857775122789,0.362663547213532,0.999959551980158,ENSFHET00000024417,ENSFHEG00000017798,protein_coding,
ENSFHEP00000016126,-0.970621877299983,-2.16598879470415,-0.322516042490826,2.37907996502863,0.099819546508795,0.999959551980158,ENSFHET00000024418,ENSFHEG00000018032,protein_coding,PPFIA1
ENSFHEP00000016127,-0.515031377199779,0.753721062410857,0.467225564669773,0.682591103593228,0.508517873722133,0.999959551980158,ENSFHET00000024429,ENSFHEG00000017796,protein_coding,
ENSFHEP00000016128,-0.489108015717538,-0.312829862989643,6.23699601246409,1.19299025341842,0.309185906817336,0.999959551980158,ENSFHET00000024432,ENSFHEG00000017790,protein_coding,patl1
ENSFHEP00000016129,0.374461971672806,-0.383379332076054,-0.982632899748535,0.113868624387357,0.892534183653918,0.999959551980158,ENSFHET00000024433,ENSFHEG00000017814,protein_coding,
ENSFHEP00000016130,-0.370787768520597,-0.0615212454040535,2.54930888013226,0.132023654454967,0.876530099271491,0.999959551980158,ENSFHET00000024434,ENSFHEG00000017784,protein_coding,
ENSFHEP00000016131,-0.381132966785677,-0.329787846562534,3.19720266482626,0.0722725456851823,0.930344138134166,0.999959551980158,ENSFHET00000024435,ENSFHEG00000017794,protein_coding,
ENSFHEP00000016133,0.685851227594945,-0.694293537599881,1.36407532327154,0.754901900986173,0.473708909283023,0.999959551980158,ENSFHET00000033469,ENSFHEG00000000459,protein_coding,nceh1a
ENSFHEP00000016134,0.863554536804648,1.15122016266396,-2.18044226446199,0.529825006462409,0.590965880060119,0.999959551980158,ENSFHET00000024442,ENSFHEG00000017904,protein_coding,
ENSFHEP00000016136,0.516459037759007,2.23132309838514,-1.389903100085,0.699831250142116,0.499987076214165,0.999959551980158,ENSFHET00000024427,ENSFHEG00000017823,protein_coding,
ENSFHEP00000016137,0.311209678644918,2.516537182003,3.72534972197836,0.625881766633121,0.537649084122354,0.999959551980158,ENSFHET00000024451,ENSFHEG00000017810,protein_coding,slc25a44a
ENSFHEP00000016138,0.0567666508256586,-0.0560754460527106,7.3876725807319,0.0250810687007756,0.975239291355743,0.999959551980158,ENSFHET00000024452,ENSFHEG00000017797,protein_coding,elf3
ENSFHEP00000016139,0.000175059281310656,-0.241035382352204,4.31670445161707,0.146871681884153,0.863660556333193,0.999959551980158,ENSFHET00000024447,ENSFHEG00000017821,protein_coding,ppp2r3a
ENSFHEP00000016140,-0.38589584191117,-0.873848262138415,1.3258985399286,0.332210545230756,0.718420566767426,0.999959551980158,ENSFHET00000024448,ENSFHEG00000017801,protein_coding,
ENSFHEP00000016141,0.370805509589045,0.193656240642943,-1.79617573287463,0.0562755989034786,0.945319760534019,0.999959551980158,ENSFHET00000024449,ENSFHEG00000017807,protein_coding,fancc
ENSFHEP00000016142,1.3129877916832,0.837437877633418,0.716985770315981,0.686995342563842,0.50632443709254,0.999959551980158,ENSFHET00000033478,ENSFHEG00000017868,protein_coding,tmem255a
ENSFHEP00000016143,1.48184563975613,-1.32406024618706,-0.828011451534407,2.27579472394239,0.109994254055214,0.999959551980158,ENSFHET00000024472,ENSFHEG00000017960,protein_coding,
ENSFHEP00000016144,0.0732096986887645,0.0575796080293381,0.60404135306299,0.00339597537639263,0.996609942672668,0.999959551980158,ENSFHET00000033473,ENSFHEG00000017807,protein_coding,fancc
ENSFHEP00000016146,-0.536365160414703,-1.21040243246788,3.60702806598932,0.363076413674034,0.696788532156784,0.999959551980158,ENSFHET00000024500,ENSFHEG00000017827,protein_coding,
ENSFHEP00000016149,0.647958368894691,0.165552083396738,-1.47742385387878,0.0447688462390397,0.956244857067905,0.999959551980158,ENSFHET00000024669,ENSFHEG00000017904,protein_coding,
ENSFHEP00000016150,-0.742951647059658,1.40447173750466,0.620079876856815,0.992149964684062,0.375747437209477,0.999959551980158,ENSFHET00000024520,ENSFHEG00000018127,protein_coding,dop1b
ENSFHEP00000016153,-0.264466368103377,0.366779707552357,0.0358320383973588,0.0874007715585199,0.916406020283068,0.999959551980158,ENSFHET00000024460,ENSFHEG00000017846,protein_coding,
ENSFHEP00000016154,-2.46030690454374,-0.783973473198499,3.6735311123206,0.278529342582402,0.757700884895835,0.999959551980158,ENSFHET00000033475,ENSFHEG00000017870,protein_coding,
ENSFHEP00000016155,-0.531592516088699,-0.57331471567833,-1.76100149908732,0.177254809344798,0.837927585762838,0.999959551980158,ENSFHET00000024463,ENSFHEG00000017829,protein_coding,
ENSFHEP00000016156,0.213999244759163,2.69469159987355,2.12403966000821,1.54265168601035,0.220736932467333,0.999959551980158,ENSFHET00000024464,ENSFHEG00000017818,protein_coding,si:rp71-19m20.1
ENSFHEP00000016157,0.211974066659392,-0.244705053781182,-0.550437308014611,0.102740920726208,0.902491640597751,0.999959551980158,ENSFHET00000033498,ENSFHEG00000017833,protein_coding,
ENSFHEP00000016159,0.753022536609492,0.681517361557392,5.20183888284735,0.82655689214657,0.441626748321476,0.999959551980158,ENSFHET00000024470,ENSFHEG00000017877,protein_coding,ptch1
ENSFHEP00000016160,2.29682150783062,2.23696599518573,2.00515924351471,1.75359007829472,0.180402564217061,0.999959551980158,ENSFHET00000024505,ENSFHEG00000017856,protein_coding,hunk
ENSFHEP00000016161,0.238494386763677,-0.275927192183129,2.85324163068566,0.0917612081948474,0.912428579849514,0.999959551980158,ENSFHET00000033483,ENSFHEG00000017822,protein_coding,ssx2ipa
ENSFHEP00000016162,-1.44246480781481,1.17809835923537,3.06783796953848,1.42107556676216,0.248087400232659,0.999959551980158,ENSFHET00000024469,ENSFHEG00000017825,protein_coding,si:ch211-152p11.4
ENSFHEP00000016165,0.798326379279,1.55944206668674,-2.0060162698139,1.23444311352002,0.29702923512759,0.999959551980158,ENSFHET00000024487,ENSFHEG00000017841,protein_coding,asb3
ENSFHEP00000016166,0.607928569336724,0.948166181871704,1.36092122204096,0.417517978368703,0.660250504448481,0.999959551980158,ENSFHET00000024488,ENSFHEG00000017832,protein_coding,gng5
ENSFHEP00000016167,-0.726673428154373,-0.658062922573821,1.40673068590193,0.223980388008086,0.799880885578807,0.999959551980158,ENSFHET00000024480,ENSFHEG00000017843,protein_coding,tent4a
ENSFHEP00000016168,-4.04697747082356,0.167460009454215,1.56477431062339,2.53504430594088,0.0862529057945332,0.999959551980158,ENSFHET00000024481,ENSFHEG00000017845,protein_coding,
ENSFHEP00000016169,0.333080154753988,0.428896304105456,-2.34630378652958,0.0597692077204315,0.942028195533064,0.999959551980158,ENSFHET00000024482,ENSFHEG00000000915,protein_coding,armc9
ENSFHEP00000016170,-3.06483153445533,-2.15072382899954,-1.72564605689405,1.03817582799712,0.359294734621099,0.999959551980158,ENSFHET00000024483,ENSFHEG00000017869,protein_coding,
ENSFHEP00000016172,-1.62357919443707,-1.49826563083767,2.37932056207611,1.21754469352724,0.301924534635117,0.999959551980158,ENSFHET00000033480,ENSFHEG00000017842,protein_coding,si:ch73-186j5.2
ENSFHEP00000016174,-1.19556220957645,-0.18565334215092,4.45048466607478,1.16429355298997,0.317900133578922,0.999959551980158,ENSFHET00000024475,ENSFHEG00000017840,protein_coding,si:ch211-215a10.4
ENSFHEP00000016178,-0.927121138046441,0.915189608795312,-0.590228720838295,1.05567265611177,0.353236045574616,0.999959551980158,ENSFHET00000033484,ENSFHEG00000017841,protein_coding,asb3
ENSFHEP00000016179,0.071569799194685,0.0159006182903274,6.14023848962907,0.0221883156492109,0.978062661865707,0.999959551980158,ENSFHET00000024494,ENSFHEG00000017871,protein_coding,
ENSFHEP00000016180,-0.897738498216334,-0.521779754461185,-0.313716114807015,0.119015668642708,0.887966681561215,0.999959551980158,ENSFHET00000024506,ENSFHEG00000017845,protein_coding,
ENSFHEP00000016181,-0.0613786993159659,0.436928414678319,5.84727670423129,1.05766061862746,0.352554340188737,0.999959551980158,ENSFHET00000033490,ENSFHEG00000017848,protein_coding,kctd12.2
ENSFHEP00000016184,-0.431491326716218,-0.179833081436964,5.50253875080718,0.576677586175984,0.564312858913886,0.999959551980158,ENSFHET00000033486,ENSFHEG00000017864,protein_coding,
ENSFHEP00000016185,0.312574118026802,-0.0403828776086776,3.34740886782666,0.138310666966871,0.871056939033202,0.999959551980158,ENSFHET00000024499,ENSFHEG00000017843,protein_coding,tent4a
ENSFHEP00000016187,-0.593272398606264,-0.334172671436496,5.32762413730962,1.18412221636698,0.311852311270572,0.999959551980158,ENSFHET00000024504,ENSFHEG00000017858,protein_coding,ppm1j
ENSFHEP00000016191,0.506731843502909,-0.0745940452141234,5.36020867165176,0.964299269585476,0.386077190687797,0.999959551980158,ENSFHET00000024502,ENSFHEG00000017851,protein_coding,plxnb1b
ENSFHEP00000016193,-0.272663164403474,-0.0915052546603887,6.19070967874107,0.380354243634983,0.684972853869286,0.999959551980158,ENSFHET00000024508,ENSFHEG00000017852,protein_coding,abcf1
ENSFHEP00000016194,-3.79722378530539,-2.47194806622335,1.92791231251091,0.93808902961657,0.396065076788954,0.999959551980158,ENSFHET00000024511,ENSFHEG00000017862,protein_coding,tmem115
ENSFHEP00000016201,-1.26654136257707,-1.13052385349635,4.48622064127126,0.845221521992072,0.433642476381546,0.999959551980158,ENSFHET00000033500,ENSFHEG00000017896,protein_coding,tram1
ENSFHEP00000016202,-0.600464819023282,-0.296215459326671,5.33859738929062,1.01753494733188,0.36657962464242,0.999959551980158,ENSFHET00000033496,ENSFHEG00000017876,protein_coding,lmf1
ENSFHEP00000016203,-2.22710853068856,0.0995684083812685,0.189581410853774,1.15524888213154,0.320698692465973,0.999959551980158,ENSFHET00000024519,ENSFHEG00000017861,protein_coding,mrps18b
ENSFHEP00000016204,-0.22872299826014,-0.177390726084221,7.3012343766465,0.265707918459777,0.767405048105833,0.999959551980158,ENSFHET00000024546,ENSFHEG00000017888,protein_coding,sod1
ENSFHEP00000016206,1.49786169583514,1.46042552678612,5.25285853674962,2.54199421475998,0.0856944391616149,0.999959551980158,ENSFHET00000024542,ENSFHEG00000018007,protein_coding,fndc3ba
ENSFHEP00000016208,-0.176421848775742,-0.166881747226287,6.23569146826207,0.282914897472872,0.754410602056122,0.999959551980158,ENSFHET00000024544,ENSFHEG00000017874,protein_coding,ppp1r10
ENSFHEP00000016210,1.01408537852543,-0.418542244611028,-1.40915149477321,0.868652608579964,0.423828763062608,0.999959551980158,ENSFHET00000024539,ENSFHEG00000017878,protein_coding,
ENSFHEP00000016211,0.406795567590235,0.476617604850487,4.83502907433927,0.86087560549837,0.427060470936735,0.999959551980158,ENSFHET00000024540,ENSFHEG00000017910,protein_coding,lonp2
ENSFHEP00000016212,-0.857083845705451,-1.37758988545624,2.17824809454174,0.29391614661566,0.746221314345993,0.999959551980158,ENSFHET00000024541,ENSFHEG00000017896,protein_coding,tram1
ENSFHEP00000016213,-0.133965843779369,-0.131835316521211,5.84609430368063,0.256408677933114,0.774523204908988,0.999959551980158,ENSFHET00000033510,ENSFHEG00000017866,protein_coding,scaf4a
ENSFHEP00000016214,1.18233809676426,0.95503826265022,6.74091172287902,0.873676413053158,0.421754507025269,0.999959551980158,ENSFHET00000033499,ENSFHEG00000017875,protein_coding,
ENSFHEP00000016215,-0.0250623106323674,-0.00366864148815758,4.54953133638003,0.00131446642070498,0.998686420870694,0.999959551980158,ENSFHET00000024526,ENSFHEG00000017879,protein_coding,si:dkey-19e4.5
ENSFHEP00000016216,-1.05680387042943,-0.842802235940717,0.886965697626559,0.440969634445049,0.645123411069084,0.999959551980158,ENSFHET00000024658,ENSFHEG00000017899,protein_coding,rps6kl1
ENSFHEP00000016218,-0.268125944858266,-0.481865059751677,5.21584673217652,1.65198453975028,0.198789276614483,0.999959551980158,ENSFHET00000033503,ENSFHEG00000017930,protein_coding,nsun2
ENSFHEP00000016220,-1.68090135134506,-2.92325292905431,-2.00998034290419,1.42717481579026,0.246635620969553,0.999959551980158,ENSFHET00000024559,ENSFHEG00000018014,protein_coding,sema3h
ENSFHEP00000016224,-0.583007030889553,0.930436366653227,-2.36138820653175,0.643726563782014,0.528301890553225,0.999959551980158,ENSFHET00000024552,ENSFHEG00000018477,protein_coding,ABCA5
ENSFHEP00000016225,0.848203537041173,0.105413911830731,5.47675050112478,2.45841293309255,0.0926644828418184,0.999959551980158,ENSFHET00000024572,ENSFHEG00000017903,protein_coding,ppm1k
ENSFHEP00000016226,-0.433855594974858,-0.190746097568554,5.71047867811404,0.458115288354664,0.634289605205811,0.999959551980158,ENSFHET00000024586,ENSFHEG00000017958,protein_coding,tiam1a
ENSFHEP00000016227,-1.15554042960656,-1.47424472131822,2.06662339755458,0.703190056307665,0.498342255692454,0.999959551980158,ENSFHET00000024587,ENSFHEG00000000815,protein_coding,P2RY4
ENSFHEP00000016230,-0.897691111826032,-1.85653690852909,0.0167343000571575,1.55273632114704,0.218612171182642,0.999959551980158,ENSFHET00000033509,ENSFHEG00000017921,protein_coding,
ENSFHEP00000016231,0.634571933174852,0.575608984165605,3.44573038198614,0.451670940982702,0.638339490511161,0.999959551980158,ENSFHET00000024557,ENSFHEG00000017918,protein_coding,zgc:113054
ENSFHEP00000016233,0.239725471732361,0.209864757469854,6.55992513101468,0.108519455873427,0.897306638692828,0.999959551980158,ENSFHET00000033508,ENSFHEG00000017927,protein_coding,ago1
ENSFHEP00000016234,-0.0412721504697067,0.314873761700989,4.01278515550565,0.420413418508879,0.658363295950983,0.999959551980158,ENSFHET00000024554,ENSFHEG00000017890,protein_coding,ercc6l2
ENSFHEP00000016235,-0.851561235523322,-0.12717593573529,4.53092771819249,0.319370586330118,0.727621453863922,0.999959551980158,ENSFHET00000024555,ENSFHEG00000017900,protein_coding,setd5
ENSFHEP00000016236,-0.108895008674473,0.654558853835145,2.95305927562386,0.193968070492832,0.824109505626802,0.999959551980158,ENSFHET00000024556,ENSFHEG00000017886,protein_coding,
ENSFHEP00000016237,0.696378596122937,0.507599061581813,1.10743576574977,0.329922661543998,0.720051227386734,0.999959551980158,ENSFHET00000024560,ENSFHEG00000017885,protein_coding,
ENSFHEP00000016238,0.300524562642351,-0.873690179085901,-1.93173719398486,0.456191980799412,0.635495516992231,0.999959551980158,ENSFHET00000024561,ENSFHEG00000017891,protein_coding,ippk
ENSFHEP00000016239,-0.153532249928533,0.0752558102345651,6.16382399058826,0.116076695751811,0.890571785085101,0.999959551980158,ENSFHET00000033506,ENSFHEG00000017887,protein_coding,nkap
ENSFHEP00000016241,-1.2117834872293,1.08537807813773,-0.269057740442956,1.55445584705191,0.218251981779937,0.999959551980158,ENSFHET00000033513,ENSFHEG00000017909,protein_coding,
ENSFHEP00000016244,1.7234567402371,1.02037179250286,3.23430227342898,0.535409967725018,0.587722004435101,0.999959551980158,ENSFHET00000024600,ENSFHEG00000017916,protein_coding,mtmr14
ENSFHEP00000016246,1.65859093407054,0.848051695410092,3.9175306074578,1.49333549212075,0.231437301406525,0.999959551980158,ENSFHET00000024671,ENSFHEG00000017907,protein_coding,aspn
ENSFHEP00000016247,-0.0617175295790696,-0.0944638035688565,5.65676906925257,0.0439586553318208,0.957018965771421,0.999959551980158,ENSFHET00000033515,ENSFHEG00000018477,protein_coding,ABCA5
ENSFHEP00000016248,0.176586508757406,0.0213240171626326,6.31711627907028,0.0198718994705034,0.980329573738354,0.999959551980158,ENSFHET00000024579,ENSFHEG00000018014,protein_coding,sema3h
ENSFHEP00000016249,2.08103287672273,2.61034548191833,1.2836113152829,1.29406383976713,0.280399595843047,0.999959551980158,ENSFHET00000024580,ENSFHEG00000017902,protein_coding,xkr9
ENSFHEP00000016250,-0.715881391172724,3.15744384854776,-0.24853616389412,2.14815456820543,0.124056826250954,0.999959551980158,ENSFHET00000033517,ENSFHEG00000000466,protein_coding,sowahd
ENSFHEP00000016252,-0.902959507910532,-2.00738669876902,2.87085524968586,1.60220562210677,0.208489663912953,0.999959551980158,ENSFHET00000024583,ENSFHEG00000017911,protein_coding,b3gnt7
ENSFHEP00000016253,0.130390666842741,0.399392396070585,4.2975728120633,0.348860492716485,0.706667237033526,0.999959551980158,ENSFHET00000024584,ENSFHEG00000017912,protein_coding,si:ch1073-184j22.1
ENSFHEP00000016254,-0.106864726705163,0.668391023876303,0.0725527855404536,0.209772264556618,0.811258377238247,0.999959551980158,ENSFHET00000024604,ENSFHEG00000017972,protein_coding,
ENSFHEP00000016255,0.677713652373278,1.23913589912227,-0.182634814737864,1.14603964317776,0.323574188991109,0.999959551980158,ENSFHET00000024594,ENSFHEG00000017915,protein_coding,si:ch1073-184j22.2
ENSFHEP00000016256,-0.198921814864219,0.439350070011209,3.46337404116819,0.128515233932733,0.879599705157557,0.999959551980158,ENSFHET00000024596,ENSFHEG00000017947,protein_coding,si:dkey-240h12.4
ENSFHEP00000016257,-0.504927061275251,-1.22334785022965,5.87223494846243,0.487761068867055,0.615996325704179,0.999959551980158,ENSFHET00000024595,ENSFHEG00000017951,protein_coding,snx1a
ENSFHEP00000016258,1.0199760152428,1.18997391064034,-0.166732703668864,0.324799948787134,0.723716182835829,0.999959551980158,ENSFHET00000033518,ENSFHEG00000017934,protein_coding,EML4
ENSFHEP00000016259,-0.578641772910365,-0.76411374384754,5.79534899269718,1.40173164606135,0.252750112253232,0.999959551980158,ENSFHET00000024589,ENSFHEG00000017916,protein_coding,mtmr14
ENSFHEP00000016260,-0.383293288241295,-0.364292146931285,4.86008597979001,1.15470769156061,0.320866945615739,0.999959551980158,ENSFHET00000024590,ENSFHEG00000017928,protein_coding,siah1
ENSFHEP00000016264,-0.0699289054896637,2.32971305181638,-0.589508289825592,1.01321135358345,0.368124700932178,0.999959551980158,ENSFHET00000024610,ENSFHEG00000017987,protein_coding,sept6
ENSFHEP00000016266,-0.289146644271737,0.792614788476867,-1.25634708050142,0.306420757485587,0.737023760053808,0.999959551980158,ENSFHET00000024617,ENSFHEG00000017945,protein_coding,eya1
ENSFHEP00000016268,-2.02784007143037,-1.14798670246849,1.09735360741152,1.22923477492823,0.298529281356763,0.999959551980158,ENSFHET00000033527,ENSFHEG00000017935,protein_coding,
ENSFHEP00000016272,-0.37095393220976,0.101823852917919,6.08595469772773,0.169373238639901,0.844526247294872,0.999959551980158,ENSFHET00000024675,ENSFHEG00000017968,protein_coding,adgrg6
ENSFHEP00000016276,0.170768125131804,-0.816109328483161,4.21757062429665,2.9592521726395,0.0581430885977013,0.999959551980158,ENSFHET00000024631,ENSFHEG00000017936,protein_coding,angel1
ENSFHEP00000016277,-0.421525063922845,-1.81471014178873,5.12835429694936,0.729051089512468,0.485862762787764,0.999959551980158,ENSFHET00000024621,ENSFHEG00000017987,protein_coding,sept6
ENSFHEP00000016278,-0.392400074716332,0.0172437126527471,5.97595760493004,0.425111284609901,0.655313074800654,0.999959551980158,ENSFHET00000024622,ENSFHEG00000018127,protein_coding,dop1b
ENSFHEP00000016279,0.778575932663832,-0.325115029571997,3.67004446705686,1.6569525095311,0.197846972569409,0.999959551980158,ENSFHET00000024623,ENSFHEG00000017945,protein_coding,eya1
ENSFHEP00000016280,-0.98673848695337,-0.511104148627047,-1.91370769315907,0.170298384776445,0.843748932214801,0.999959551980158,ENSFHET00000024639,ENSFHEG00000017968,protein_coding,adgrg6
ENSFHEP00000016281,-0.228088575818171,-0.00608632448146473,1.45061003161818,0.0183706797735324,0.981801593322108,0.999959551980158,ENSFHET00000024672,ENSFHEG00000017988,protein_coding,cry2
ENSFHEP00000016282,0.00489935181389036,0.301504945117748,8.94185194765677,1.64969023007936,0.199226007264442,0.999959551980158,ENSFHET00000033528,ENSFHEG00000018000,protein_coding,ncl
ENSFHEP00000016287,2.65649077252332,1.39445390757881,-0.53558985490329,2.40156398926336,0.0977358674674472,0.999959551980158,ENSFHET00000024634,ENSFHEG00000017957,protein_coding,VASH1
ENSFHEP00000016289,1.01261421758887,-0.0970008716016237,2.17273966179978,1.17227143371603,0.315452487252295,0.999959551980158,ENSFHET00000033533,ENSFHEG00000017975,protein_coding,pitpnab
ENSFHEP00000016292,0.178550567960511,0.0161942589245373,5.61568081339998,0.0110953456208924,0.988967656735673,0.999959551980158,ENSFHET00000024647,ENSFHEG00000017955,protein_coding,atp5mc3b
ENSFHEP00000016296,0.0909533631883584,-0.553349403746604,-0.523874401093854,0.274388439684949,0.760821151385676,0.999959551980158,ENSFHET00000024660,ENSFHEG00000017971,protein_coding,mcoln1b
ENSFHEP00000016299,1.14821172442711,-0.675616870486524,-0.981429041497448,0.787329176952523,0.45890353344738,0.999959551980158,ENSFHET00000024656,ENSFHEG00000017961,protein_coding,
ENSFHEP00000016300,0.255791919168234,0.0929746426443457,3.09662406051306,0.164199465230627,0.848886877088044,0.999959551980158,ENSFHET00000033540,ENSFHEG00000018024,protein_coding,bbs2
ENSFHEP00000016303,-0.126092160950761,-1.46191739415553,1.77643893175347,1.70593814885906,0.188797701193623,0.999959551980158,ENSFHET00000024664,ENSFHEG00000017974,protein_coding,rasd1
ENSFHEP00000016304,-0.971406101787967,-0.192992365675282,0.748127701062431,0.521949312128877,0.595571560070804,0.999959551980158,ENSFHET00000033538,ENSFHEG00000017969,protein_coding,fcf1
ENSFHEP00000016305,0.742403998975715,-0.717397920262034,0.801783550806712,0.520716167554411,0.596296031547136,0.999959551980158,ENSFHET00000024654,ENSFHEG00000017966,protein_coding,si:ch211-107n13.1
